Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.763,70.085,70.415,70.76,71.122,71.494,71.867,72.227,72.562,72.869
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.97,61.481,61.986,62.482,62.968,63.443,63.907,64.361,64.805,65.239,65.662,66.074,66.473,66.86,67.235,67.599,67.951,68.292,68.624,68.947,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.01,75.369,75.715,76.047,76.362,76.663,76.956,77.249,77.543,77.84,78.134,78.419,78.689,78.938,79.168
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.29,63.438,63.6,63.77,63.946,64.122,64.297,64.466,64.63,64.785,64.93,65.065,65.192,65.313,65.428,65.538,65.642,65.741,65.836,65.929,66.022,66.117,66.216,66.318,66.425
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3734179,68.7516258,68.7366643,68.948162,69.3446273,69.4588191,69.7246809,69.953571,69.906862,70.1132342,70.4424069,70.7243571,71.018902,71.1937901,71.6025264,71.9493738,72.209512,72.5607927,72.7195736,73.0431845,73.0758754,73.4296271,73.7551732,73.8597344,74.1385313,74.2626479,74.5074516,74.7746369,74.8898279,75.1355149,75.2989308,75.4741331,75.7238816,75.8101616,76.0935154,76.1627449,76.5318214,76.8610202,77.0435519,77.1885218,77.4660887,77.764264,77.9019791,78.0295482,78.4369622,78.5316116,78.82927,79.0599739,79.2046776,79.4762338,79.6521251,79.889724,80.0070587,80.1863324,80.4424742
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.9616829,67.5487561,68.1059756,68.6258537,69.1043659,69.542878,69.9462195,70.3257805,70.6905366,71.044561,71.3865122,71.4585366,71.4560976,72.1097561,72.6121951,73.3682927,72.8195122,73.3195122,73.5756098,73.6731707,74.6731707,75.3243902,75.4292683,75.2756098,76.0292683,76.4341463,76.6853659,76.8829268,77.0829268,77.0292683,77.3804878,77.8829268,77.6780488,78.0317073,78.5292683,78.6829268,79.6268293,80.1268293,80.1317073,80.3829268,80.8780488,81.4243902,81.4268293,81.3780488,81.8292683,81.6292683,82.3756098,82.3268293,82.3756098,82.7756098,82.9780488,83.4219512,83.4804878,83.8317073,83.9804878
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.5745923,40.0093201,40.436493,40.8547463,41.264378,41.6673834,42.0672802,42.4674861,42.8705612,43.276744,43.6866204,44.0996748,44.512878,44.921558,45.3230032,45.7118006,46.0830076,46.4361444,46.7726047,47.0946344,47.4073376,47.7163305,48.0242351,48.3298548,48.6283181,48.9062485,49.1462698,49.3374523,49.4773493,49.5784062,49.6632765,49.760948,49.8924231,50.0638779,50.2667207,50.49639,50.7550212,51.0479766,51.3811815,51.76209,52.2011922,52.7097429,53.2893726,53.9343626,54.6332962,55.3705459,56.1291451,56.8885578,57.6298179,58.3381248,59.0015934,59.6145896,60.1833248,60.7132109,61.2047933
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.6086585,65.0155122,65.4082439,65.787878,66.154439,66.5120488,66.8627805,67.2087317,67.5489268,67.8813659,68.2004878,68.5016341,68.7787317,69.0292439,69.2527073,70.0019512,70.4553659,70.7443902,70.5387805,70.4273171,70.1753659,70.3443902,70.4826829,70.274878,70.2185366,70.8860976,71.4190244,71.4702439,71.4882927,71.8446341,72.1704878,72.1853659,71.2414634,71.522439,71.8034146,72.0843902,72.3653659,72.495122,72.3170732,72.6419512,72.8078049,74.5129268,74.7173171,74.6139024,75.5202439,75.2446341,75.8368293,75.7056098,75.9121951,76.1682927,76.4756098,76.7756098,76.9243902,77.1268293,77.4780488
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0031707,68.9360976,67.8658537,68.8741463,69.3809756,69.0712195,69.822439,69.4070732,69.2302439,69.3146341,69.1646341,69.052439,69.6646341,69.5180488,69.2480488,69.29,69.5731707,69.8480488,69.3939024,69.6153659,69.0617073,69.1392683,69.3578049,68.9736585,69.0258537,68.9721951,69.1734146,69.6512195,70.0234146,69.4617073,69.3156098,69.3770732,69.1170732,69.1012195,69.4697561,69.7917073,70.3287805,70.702439,70.5578049,70.6770732,71.2463415,72.2487805,72.3487805,72.3,72.6487805,72.6487805,73.097561,73.1512195,73.702439,73.904878,74.2073171,74.8585366,75.0634146,75.5658537,75.7634146
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.6739845,49.1981069,49.8015981,50.545367,51.4154791,52.3929341,53.4111696,54.4135153,55.3815344,56.2418935,57.039386,57.7419254,58.3874172,58.9981399,59.5892184,60.1059385,60.620141,61.0941726,61.5368145,61.9323591,62.3005286,62.6697391,63.0208184,63.3293119,63.6132175,63.9415521,64.3156468,64.617459,64.9098102,65.1759348,65.4348064,65.682029,65.8842653,66.0718971,66.3234807,66.6106593,66.9501989,67.3078877,67.6429847,67.9313547,68.2465235,68.5718015,68.8753859,69.1788452,69.4950559,69.7834647,70.1111441,70.4218321,70.7110366,71.0226429,71.3043365,71.6000552,71.8594547,72.1138815,72.3413349
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.5501692,48.065011,48.6513039,49.3584755,50.1682552,51.063054,51.9860211,52.8868344,53.7508536,54.519024,55.2307378,55.8629964,56.4490346,57.0098751,57.5584021,58.0493841,58.5423357,59.0039862,59.4396522,59.8342234,60.2019917,60.5684159,60.9148484,61.2217868,61.5036802,61.8157426,62.1577924,62.4341993,62.6949105,62.9301467,63.1534242,63.3691775,63.5406721,63.7058627,63.9247316,64.1758782,64.4727964,64.7917807,65.0882908,65.3574756,65.6574567,65.9703358,66.275466,66.590955,66.9255216,67.2458739,67.6017526,67.9466176,68.2737253,68.6140729,68.924267,69.2373814,69.5160633,69.7846748,70.026736
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.9212242,42.4645744,43.0061325,43.5443293,44.0749713,44.5853863,45.0612707,45.4944557,45.8821644,46.2288253,46.5479787,46.8596753,47.1837445,47.5348962,47.9205077,48.3451999,48.8071586,49.2915336,49.7797231,50.2557696,50.7089798,51.1707091,51.5769181,51.9571115,52.3157974,52.6433273,52.9325729,53.185709,53.3975906,53.5946331,53.768218,53.9383075,54.1159921,54.3020457,54.5028752,54.7239223,54.9675351,55.2298164,55.5079384,55.8157018,56.1575726,56.5430872,56.9738258,57.4500479,57.9656968,58.5104302,59.0742549,59.6441395,60.2040159,60.741829,61.2473614,61.7161215,62.1509562,62.5571435,62.9361952
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.6051006,44.2637809,44.9015873,45.5162706,46.1077158,46.6769379,47.2265253,47.7611624,48.2823387,48.7903666,49.2844584,49.7633739,50.2254159,50.6710335,51.0986921,51.5136599,51.9194412,52.3185176,52.7114011,53.0950739,53.4634334,53.8086507,54.1283851,54.3978919,54.6307299,54.8166177,54.9561305,55.0596059,55.1207504,55.1595139,55.1753611,55.1637979,55.1393993,55.0947418,55.0522583,55.0194031,55.0064087,55.0230225,55.0630211,55.1463467,55.2883117,55.496797,55.7761561,56.1103313,56.5053159,56.9488478,57.4321447,57.9392443,58.4522923,58.9574105,59.4470702,59.9025803,60.3166464,60.6995257,61.0503718
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.651,49.281,49.897,50.499,51.09,51.672,52.249,52.824,53.397,53.968,54.537,55.1,55.655,56.197,56.726,57.24,57.742,58.23,58.707,59.171,59.618,60.045,60.451,60.836,61.203,61.555,61.899,62.241,62.583,62.929,63.281,63.638,63.998,64.353,64.701,65.032,65.339,65.617,65.866,66.087,66.285,66.467,66.643,66.82,67.002,67.191,67.386,67.581,67.775,67.964,68.15,68.331,68.509,68.684,68.856
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.1185815,41.6074466,42.1033798,42.6052708,43.1071753,43.5899811,44.0314318,44.4171214,44.7419837,45.0119379,45.2469065,45.476882,45.7319918,46.0337544,46.3940448,46.8175058,47.300084,47.8189675,48.3466635,48.8612359,49.3498831,49.8680532,50.3114129,50.7423581,51.1596516,51.5544316,51.9156925,52.2413611,52.5275559,52.8035261,53.0565152,53.3189991,53.5994294,53.9027771,54.226747,54.5757169,54.948069,55.3332466,55.730147,56.1494356,56.5901723,57.0626365,57.5671992,58.1120525,58.6857691,59.2791027,59.8815935,60.4817885,61.0645313,61.6186072,62.1330488,62.6096344,63.0555247,63.4741421,63.8680555
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292683,,,,,,,,77.9658537,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.174,41.794,42.421,43.057,43.702,44.356,45.02,45.691,46.366,47.043,47.721,48.399,49.075,49.746,50.405,51.047,51.665,52.257,52.819,53.349,53.842,54.295,54.711,55.099,55.468,55.83,56.201,56.589,57.003,57.445,57.915,58.409,58.915,59.421,59.921,60.408,60.877,61.327,61.761,62.179,62.582,62.977,63.368,63.759,64.154,64.556,64.966,65.383,65.802,66.219,66.625,67.013,67.377,67.714,68.021
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7965122,69.9782683,70.1340732,70.2729268,70.4012927,70.5231463,70.638439,70.7451463,70.8442927,70.937878,71.031439,71.1285366,71.2322439,71.345561,71.4720244,71.6166098,71.7827805,71.969,72.1737317,72.3934634,72.6232439,72.8560976,73.0880732,73.3136829,73.5314634,73.7423659,73.9514146,74.1625366,74.3777073,74.5959024,74.8090976,75.0052683,75.1809512,75.336122,75.4768049,75.617561,75.8317073,75.9853659,76.1804878,76.0829268,76.5365854,77.1341463,77.6341463,78.1390244,78.5390244,78.9439024,79.2414634,79.6414634,80.095122,80.1902439,80.7439024,80.7463415,80.8463415,81,81.3487805
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.947,45.512,46.07,46.622,47.173,47.73,48.3,48.889,49.505,50.15,50.856,51.662,52.561,53.514,54.463,55.265,55.744,55.826,55.513,54.88,54.111,53.452,53.128,53.293,53.995,55.213,56.846,58.683,60.528,62.275,63.828,65.131,66.209,67.094,67.791,68.326,68.741,69.092,69.428,69.775,70.144,70.526,70.899,71.249,71.582,71.912,72.259,72.635,73.044,73.481,73.932,74.375,74.787,75.153,75.466
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.199,58.849,59.47,60.062,60.611,61.046,61.276,61.263,61.018,60.598,60.127,59.766,59.647,59.85,60.393,61.236,62.285,63.393,64.436,65.354,66.118,66.735,67.256,67.722,68.134,68.489,68.776,68.987,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.35,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4231707,73.5034146,73.7219512,73.0429268,73.5417073,73.8687805,73.3004878,73.7831707,74.0058537,73.7763415,73.9339024,73.5704878,74.4558537,74.4509756,74.5117073,75.5787805,76.9721951,76.3736585,76.6492683,76.7731707,76.8465854,76.5214634,77.0378049,76.8456098,77.5765854,77.602439,77.9907317,77.3390244,77.0829268,78.1409756,78.0363415,77.9919512,78.7602439,78.9346341,79.2470732,77.9843902,78.7778049,78.8853659,79.602439,79.3512195,79.6536585,80.6902439,80.502439,80.9634146,80.997561,81.502439,81.1585366,81.4536585,81.6097561,81.7512195,81.897561,82.3585366,82.9170732,82.0609756,82.8609756
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.0065854,72.1121951,,,,72.2856098,71.5097561,71.0565854,70.9704878,71.2134146,71.7190244,71.0780488,71.6934146,71.6617073,72.045122,72.9560976,72.9585366,73.2073171,73.5073171,73.8756098,74.2609756,74.1097561,74.4585366,74.8073171,75.2073171,74.9560976,75.2585366,74.4365854,76.3073171,76.6073171,76.7585366,76.504878,77.1536585,77.402439,77.4512195,78.104878,78,78.1487805,78.6585366,78.9536585,79.4073171,79.4512195,79.6487805,80.1463415,80.1512195,80.5536585,80.504878,80.9512195,81.404878,81.602439,81.6560976,81.704878,82.0560976,82.1536585
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1239024,69.7602439,69.1497561,69.2480488,70.3117073,70.1717073,70.9260976,70.9565854,70.78,70.8119512,71.5587805,71.8068293,72.0753659,72.0263415,72.7343902,72.6473171,72.9919512,73.3646341,73.6931707,74.0026829,73.9431707,74.3539024,74.8146341,74.6402439,75.3895122,75.4707317,75.7707317,76.2195122,76.3707317,76.8195122,76.9707317,77.0195122,77.4195122,77.7219512,77.9219512,78.1707317,78.5219512,78.8243902,78.9756098,79.4243902,79.7780488,80.1268293,80.2292683,79.9829268,80.7804878,80.7829268,81.2829268,81.4341463,81.4853659,81.6365854,82.0365854,82.1878049,82.2390244,82.6902439,83.0902439
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.387,64.96,65.484,65.962,66.396,66.789,67.144,67.466,67.763,68.045,68.324,68.609,68.907,69.219,69.546,69.885,70.235,70.583,70.919,71.231,71.509,71.739,71.92,72.052,72.135,72.175,72.179,72.16,72.129,72.096,72.065,72.039,72.015,71.996,71.986,71.99,72.011,72.052,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.594,72.76,72.924,73.087,73.25,73.412,73.571,73.729,73.883,74.034
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6660976,68.31,68.594878,69.6580488,70.132439,70.2019512,70.9865854,71.2765854,71.6112195,71.8387805,71.9502439,72.8829268,73.5065854,73.757561,74.3939024,75.0573171,75.4568293,75.8982927,76.0382927,76.337561,76.0917073,76.4143902,76.9229268,76.9614634,77.3653659,77.6504878,78.0646341,78.4836585,78.3992683,78.8180488,78.8368293,79.1007317,79.1539024,79.2936585,79.6870732,79.5363415,80.2002439,80.4241463,80.5014634,80.5707317,81.0760976,81.4170732,81.5634146,81.76,82.0302439,81.925122,82.3219512,82.5070732,82.587561,82.9314634,82.8426829,82.5912195,83.0960976,83.3319512,83.5878049
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3675854,58.7815854,59.1990732,59.618561,60.0360488,60.4490244,60.852,61.2394878,61.6089756,61.9564634,62.2764634,62.5649512,62.8249512,63.060439,63.2799268,63.4923659,63.7097561,63.9405854,64.1919024,64.4667317,66.6243902,66.7060976,66.7878049,67.6621951,68.5365854,68.5365854,68.9134146,69.2902439,68.8487805,68.2902439,68.3365854,67.9829268,67.7317073,66.7268293,65.6731707,64.9195122,64.1097561,64.4634146,64.5609756,65.5195122,65.5170732,65.7682927,65.9682927,65.8658537,65.8878049,65.9097561,66.1609756,66.504878,67.0219512,68.4292683,68.2953659,68.98,69.61,70.45,71.62
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.348,46.997,47.635,48.251,48.841,49.409,49.962,50.514,51.074,51.644,52.222,52.803,53.379,53.945,54.497,55.042,55.592,56.148,56.705,57.247,57.757,58.211,58.588,58.869,59.039,59.082,58.994,58.783,58.465,58.05,57.536,56.918,56.212,55.449,54.669,53.911,53.205,52.589,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.68,62.936,64.008,64.907,65.651,66.242
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.1280732,56.564122,57.0026585,57.4431951,57.8822439,58.3152683,58.7382927,59.1463171,59.5358537,59.903878,60.2449024,60.5544146,60.8354146,61.0929024,61.3329024,61.5648537,61.7972439,62.0400732,62.3009024,62.5857561,62.9037805,63.2636341,63.658878,64.0775122,64.5049268,64.9189512,65.2937805,65.6111951,65.8585854,67.9073171,68.297561,68.5512195,68.102439,67.1926829,66.0390244,65.7902439,66.5439024,66.8926829,67.0512195,68.6560976,68.5585366,68.7073171,68.1560976,68.2560976,68.1536585,67.9560976,67.695122,67.895122,68.4512195,69.102439,69.3,69.602439,70.002439,70.202439,70.402439
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.695,65.391,66.01,66.555,67.034,67.466,67.868,68.251
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.245,49.773,50.304,50.828,51.338,51.838,52.337,52.845,53.361,53.879,54.384,54.858,55.287,55.659,55.973,56.224,56.416,56.564,56.688,56.802,56.927,57.077,57.262,57.49,57.768,58.101,58.492,58.927,59.394,59.88,60.371,60.854,61.318,61.755,62.158,62.526,62.862,63.174,63.469,63.745,64.001,64.231,64.43,64.599,64.74,64.859,64.961,65.054,65.146,65.244,65.354,65.481,65.623,65.78,65.949
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,63.9512195,,,,,65.9512195,,,,,67.9512195,,,,,70.0363415,,,,,71.3365854,,,,,,,,,,,,
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.0018049,53.7367317,54.4850976,55.2473659,56.0235854,56.8232195,57.6581951,58.5265366,59.4182439,60.3163659,62.1634146,62.6121951,63.0097561,63.4073171,63.804878,64.1536585,64.502439,64.9,65.197561,65.5463415,66.0463415,66.5463415,67.095122,67.5463415,68.195122,68.795122,69.4463415,69.997561,70.5487805,71.0487805,71.597561,72.0463415,72.497561,72.997561,73.397561,73.7,74.1512195,74.602439,75.004878,75.4097561,75.9097561,76.4121951,76.7658537,77.2146341,77.6658537,78.1682927,78.6682927,79.1195122,79.5170732,79.9682927,80.1170732,80.5682927,80.8195122,81.2707317,81.7219512
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.285,61.01,61.697,62.346,62.961,63.542,64.092,64.614,65.108,65.579,66.027,66.453,66.857,67.241,67.607,67.958,68.298,68.628,68.949,69.263,69.573,69.878,70.178,70.47,70.752,71.021,71.273,71.505,71.717,71.908,72.079,72.232,72.369,72.496,72.613,72.722,72.824,72.917,73.004,73.084,73.16,73.232,73.3,73.367,73.434,73.505,73.584,73.67,73.764,73.868,73.979,74.096,74.217,74.338,74.458
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.6009232,55.1511807,55.6822258,56.1932581,56.6845517,57.160198,57.6255379,58.0849848,58.5429464,58.9997962,59.4532455,59.9004682,60.3355223,60.7558711,61.1613627,61.5535241,61.9365384,62.3149055,62.6926797,63.0719435,63.4527297,63.8338716,64.2140873,64.5873019,64.9586868,65.3256881,65.6883318,66.0481359,66.4048071,66.7629243,67.1272015,67.5030274,67.8932497,68.2942304,68.7068912,69.1250271,69.5425787,69.953403,70.3487203,70.7267406,71.0840676,71.4197534,71.7376942,72.0396248,72.3296282,72.6096942,72.8822031,73.1490196,73.4108657,73.669234,73.9224147,74.1701152,74.4097324,74.6403948,74.8628564
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.06,49.38,49.74,50.14,50.58,51.055,51.553,52.064,52.576,53.085,53.589,54.09,54.594,55.106,55.628,56.158,56.698,57.246,57.801,58.359,58.923,59.494,60.07,60.648,61.224,61.793,62.348,62.886,63.402,63.893,64.357,64.795,65.208,65.6,65.975
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.508,67.657,67.804,67.955,68.115,68.287,68.475,68.681,68.904,69.143,69.394,69.656,69.93,70.222,70.537,70.878,71.248,71.646,72.071,72.522,72.991,73.473,73.959,74.447,74.934,75.418,75.892,76.351,76.786,77.187,77.553,77.881,78.173,78.43,78.656,78.86,79.05,79.231
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.671,34.941,35.257,35.626,36.049,36.52,37.03,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.26,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.329,58.13,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.21,64.818,65.422,66.02,66.615,67.207,67.791,68.354,68.88,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.9,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.0544136,56.5364887,57.000715,57.4479722,57.8793735,58.3002644,58.716445,59.1321181,59.5515541,59.9755221,60.4019912,60.8279183,61.2465544,61.6541949,62.0495605,62.4332258,62.8089424,63.1805143,63.5517973,63.9238859,64.2960723,64.6662617,65.0327272,65.3906851,65.7438284,66.0907719,66.4321231,66.7699387,67.1055647,67.4427013,67.7861914,68.1406391,68.5082053,68.8859867,69.2743834,69.6679788,70.0615833,70.4494595,70.8239106,71.1829327,71.5298315,71.8501709,72.1556211,72.4432787,72.717823,72.9825373,73.2403875,73.4914221,73.734732,73.9804575,74.2220029,74.4590556,74.6884192,74.9110523,75.127194
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.2357262,40.7106148,41.1947721,41.6868985,42.1810129,42.6567529,43.0892705,43.4624665,43.7695858,44.0162406,44.2233138,44.4224067,44.6462694,44.919527,45.2562446,45.6632132,46.1371783,46.6533266,47.1809759,47.694938,48.1799895,48.6337184,49.0670429,49.4862579,49.8914621,50.2741571,50.6232656,50.9357455,51.2141093,51.4693263,51.7209722,51.9931101,52.3003511,52.6458227,53.0226692,53.4244668,53.8482384,54.2914854,54.7519572,55.2300304,55.729413,56.2571021,56.8177628,57.4102877,58.0291932,58.6664865,59.3139137,59.9596193,60.5919571,61.2019289,61.7791981,62.3168706,62.8159874,63.2776504,63.701717
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.5148601,39.9290486,40.3453441,40.7721476,41.2154915,41.6774812,42.1558424,42.6423214,43.1299363,43.613863,44.0918688,44.5638151,45.030379,45.4891909,45.9379692,46.3720104,46.787336,47.1840834,47.5653831,47.9352411,48.2997359,48.6643877,49.0305681,49.3954848,49.7526773,50.0880313,50.3841931,50.6295867,50.8200265,50.9655507,51.0846342,51.2015391,51.3365266,51.4969262,51.6774006,51.8801441,52.1161786,52.3967453,52.7296661,53.1204937,53.5737272,54.0922041,54.6703809,55.2997826,55.9706107,56.6693443,57.3825408,58.0936442,58.7845296,59.4399012,60.050026,60.6128024,61.1370118,61.6298427,62.0930432
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4219512,77.3902439,76.8365854,76.0463415,77.7463415,79.1097561,76.8268293,79.2756098,79.6365854,79.9609756,81.7707317,80.6682927,80.9487805,81.295122,82.6829268,81.5,81.8414634,81.7926829,82.3829268,82.2609756,82.0731707
